Pergunta,Resposta
Qual palavra o meia Thiago Alcântara disse que tem sido repetida pelos companheiros de equipe dentro do vestiário do Real Madrid?,"Thiago Alcântara também contou que a palavra ""virada"" é a que mais tem sido repetida pelos companheiros de equipe dentro do vestiário."
Qual resultado o Barcelona conquistou sobre o Borussia Dortmund na Champions League e como isso afetou a tabela?,"O Barcelona conquistou uma vitória suada por 3 a 2 sobre o Borussia Dortmund, ficando perto da classificação e chegando a 15 pontos na segunda colocação. Os alemães caíram para o nono lugar com 12 pontos."
Qual foi o placar da partida entre Real Madrid e Brest na última rodada da primeira fase da Liga dos Campeões da UEFA?,"O Real Madrid visitou o Brest e venceu por 3 a 0, pela última rodada da primeira fase de Liga da UEFA Champions League."
"Quais foram os critérios para a classificação na Liga dos Campeões da UEFA 2024-25, de acordo com o contexto fornecido?",Os oito clubes mais bem colocados avançam direto para as oitavas de final. Já as equipes que ficarem ente nono e 24º lugar disputam playoffs em jogos de ida e volta. Os últimos 12 colocados são eliminados.
"Quais jogadores argentinos se destacaram como capitães nos títulos recentes de Tottenham e Chelsea na Europa League e Conference, respectivamente?",Cristian Romero (Tottenham) e Enzo Fernández (Chelsea) se destacaram como capitães argentinos nos títulos recentes de seus clubes.
Qual foi o comentário de Alisson sobre o novo formato da Champions League?,"Alisson criticou o novo formato da Champions League, afirmando que o aumento de jogos é bom para os torcedores, mas ruim para os atletas."
Como Alisson descreveu o calendário de jogos para os jogadores com o novo formato da Champions League?,"Alisson brincou, dizendo que é sempre uma boa ideia adicionar alguns jogos a um calendário que não está cheio, sendo irônico."
O que Alisson disse sobre a opinião dos jogadores em relação ao aumento de jogos na Champions League?,"Alisson mencionou que ninguém consulta os jogadores sobre o que eles acham de adicionar mais jogos, sugerindo que a opinião deles pode não ser importante."
"Quais times se enfrentaram na tarde de terça-feira (16) na Champions League, em confronto que reedita grandes finais da história?","O Liverpool enfrenta o Milan, em confronto que reedita grandes finais da história da Champions."
"Além do aumento de times, qual é a outra mudança no novo formato da Champions League, segundo o contexto?","Além do aumento de times, a outra mudança é que eles estão divididos em quatro grupos com oito equipes, que se enfrentam duas vezes – quatro jogos em casa e quatro fora."
"Qual é o prêmio para o campeão da Champions League 2024/25, segundo o contexto?",O PSG garantiu uma premiação de 25 milhões de euros pelo título da Champions League conquistado neste sábado (31).
"Além do prêmio pelo título, quanto o PSG acumulou por feitos conquistados em fases anteriores da Champions League?","Além do prêmio pelo título, o PSG acumulou R$ 523,9 milhões pelos feitos conquistados em fases anteriores da Champions."
"Qual foi o placar do jogo de ida das oitavas de final da Champions League entre Real Madrid e Atlético de Madrid, segundo o contexto?",O Real Madrid venceu o Atlético no Dérbi de Madrid por 2 a 1.
Quem marcou os gols do Real Madrid e do Atlético de Madrid no jogo de ida das oitavas de final da Champions League?,"Rodrygo e Brahim Díaz marcaram para o Real Madrid, enquanto Julián Álvarez fez o gol do Atlético."
"O que o Real Madrid tem a vantagem de fazer no duelo de volta contra o Atlético de Madrid, segundo o contexto?",O Real Madrid tem a vantagem de jogar pelo empate no duelo de volta.
Que informações a matéria apresenta sobre o PSG e seu setor ofensivo na partida contra o Girona?,"O PSG receberá o estreante Girona, ostentando um setor ofensivo com nomes como Bradley Barcola, Ousmane Dembélé e João Neves."
"O que o técnico do PSG, Luis Enrique, disse sobre as opções de ataque do seu time?","Luis Enrique disse que pode usar cada um dos seis atacantes que têm, que eles estão prontos e que o time é versátil."
"Que marca o atacante Raphinha alcançou ao balançar as redes contra a Inter de Milão, em pleno San Siro, pela semifinal da Champions League?","O atacante Raphinha, do Barcelona, balançou as redes contra a Inter de Milão e alcançou a marca de 13 gols na atual edição da Champions League."
"A qual marca histórica de Cristiano Ronaldo Raphinha se igualou ao balançar as redes contra a Inter de Milão, em pleno San Siro, pela semifinal da Champions League?","O meia-atacante se tornou um dos jogadores que mais participou de gols em apenas uma edição de Champions League, igualando as atuações do craque português na edição 2013/14 com 13 gols e oito assistências."
Qual brasileiro pode se tornar o segundo a conquistar o título da Champions League como capitão na história?,O zagueiro Marquinhos pode se tornar o segundo brasileiro a conquistar o título da Champions League como capitão na história.
Quem é o único jogador do Brasil que levantou o troféu da Champions League como capitão até o momento?,"Até hoje, Marcelo é o único jogador do Brasil que levantou o troféu da Champions League como capitão."
Qual situação curiosa aconteceu com alguns torcedores da Inter de Milão durante o jogo contra o Barcelona pela Champions League?,Alguns torcedores da Inter de Milão perderam momentos históricos por saírem do San Siro antes do duelo contra o Barcelona pela Champions League acabar.
"Qual foi a justificativa do novo técnico do Feyenoord, Robin van Persie, para acreditar que seu time ainda pode avançar na Champions League contra a Inter de Milão, mesmo após ser derrotado no duelo da ida?","Robin van Persie disse que a beleza do esporte é que sempre há esperança, mesmo que as pessoas pensem que há pouca chance."
Qual estádio sediará a final da Champions League 2024-25?,"A final da Champions League 2024-25 será realizada na Allianz Arena, em Munique, Alemanha."
Quais times se enfrentarão na final da Champions League 2024-25?,Paris Saint-Germain e Inter de Milão se enfrentarão na final da Champions League 2024-25.
"O que o prefeito de Ourense, Gonzalo Pérez Jácome, publicou no X após a derrota e eliminação do Real Madrid para o Arsenal na Champions League 2024-25?","Gonzalo Pérez Jácome publicou um comentário racista, sugerindo que contratar jogadores negros não garante sucesso no futebol."
Qual jogador brasileiro teve a cobrança de pênalti anulada nas oitavas de final da Champions League 2024-25 entre Atlético de Madrid e Real Madrid?,Julián Álvarez teve um pênalti anulado durante a disputa entre Atlético de Madrid e Real Madrid.
Qual foi a reação de Thibaut Courtois ao comentário de Diego Simeone sobre o pênalti anulado de Julián Álvarez?,"Courtois criticou Simeone, acusando-o de vitimismo e de sempre reclamar."
"Quais times se enfrentaram nas quartas de final da Champions League, com os técnicos Hansi Flick e Niko Kovac definindo os titulares?",Barcelona e Borussia Dortmund se enfrentaram nas quartas de final da Champions League.
"Qual jogador do Real Madrid, segundo o contexto, é uma das principais esperanças de gol para o jogo contra o Arsenal?",Vinícius Júnior é uma das principais esperanças de gol para o Real Madrid contra o Arsenal.
"Quem é o jogador que subiu o tom durante uma entrevista coletiva, irritado com críticas recebidas pelo estilo de jogo, segundo o contexto?","O jogador que subiu o tom durante entrevista coletiva foi Gavi, do Barcelona."
"Qual foi o placar da partida entre Real Madrid e Brest pela Champions League, segundo o contexto?",O Real Madrid venceu o Brest por 3 a 0.
O que aconteceu com Mbappé durante a partida entre Real Madrid e Brest?,"Toda vez que Mbappé tocava na bola, a torcida da equipe francesa vaiava o jogador."
"Quais times estão definidos para as quartas de final da Champions League 2024/25, segundo o contexto?","Real Madrid, Barcelona, Bayern de Munique, Inter de Milão, PSG, Borussia Dortmund, Arsenal e Aston Villa estão nas quartas de final da Champions League 2024/25."
"Que gesto um jogador do Real Madrid fez após a classificação na Champions League diante do Atlético, que viralizou nas redes sociais?",Jude Bellingham pulou na direção de um copo e fez o gesto de cabeçada após a classificação do Real Madrid.
Qual foi o resultado da partida de ida das oitavas de final da Champions League entre Borussia Dortmund e Lille?,Borussia Dortmund e Lille empataram em 1 a 1 no jogo de ida das oitavas de final da Champions League.
"Qual jogador teve o retorno confirmado ao gol do Liverpool para a viagem da Champions League, onde o clube enfrentará o Girona?",Alisson teve o retorno confirmado ao gol do Liverpool para a partida contra o Girona.
"Qual foi a fonte de educação do meia do Real Madrid sobre as ""remontadas"" nos anos 70 e 80?","O meia do Real Madrid afirmou que sua fonte de educação sobre as ""remontadas"" era o TikTok."
"Qual o placar da partida de Champions League entre Barcelona e Borussia Dortmund, segundo o contexto?",O Barcelona conquistou uma vitória suada por 3 a 2 sobre o Borussia Dortmund na Champions League.
Qual zagueiro brasileiro é mencionado como um dos destaques da Juventus na partida contra o PSV?,O zagueiro Bremer foi um dos destaques da Juve na partida contra o PSV.
"Que marca o título do PSG reforçou em relação às finais da Champions League disputadas em Munique, na Alemanha?","O título do PSG reforçou a ""mística"" de que todas as finais de Champions League disputadas em Munique terminaram com campeões inéditos."
"Além do título, qual foi o feito alcançado pelo PSG na final da Champions League contra a Inter de Milão, segundo o contexto?","A goleada francesa por 5 a 0 foi a quinta final do torneio na cidade alemã, e o placar é o mais elástico da história de uma decisão na competição continental."
Qual foi a reação de Wayne Rooney sobre a atuação do zagueiro Virgil van Dijk no gol do PSG contra o Liverpool?,Wayne Rooney afirmou que o defensor teve uma atitude preguiçosa no gol do time parisiense que levou o jogo à prorrogação.
"O que o técnico Arne Slot confirmou para a viagem do Liverpool da Champions League, onde o clube irá enfrentar o Girona?",Arne Slot confirmou o retorno de Alisson ao gol do clube inglês.
"Onde e contra quem o Arsenal disputou uma partida válida pela 6ª rodada da fase de liga da Champions League, e qual foi o resultado?","O Arsenal disputou uma partida contra o Monaco, da França, no Emirates Stadium, em Londres, e venceu por 3 a 0."
Como o técnico Carlo Ancelotti descreveu o atacante Endrick após a vitória do Real Madrid sobre o Stuttgart na Champions League?,"Carlo Ancelotti descreveu Endrick como alguém capaz de fazer coisas que ninguém imagina, destacando seu dom de ser muito eficiente e decisivo."
"Qual é o recorde que Harry Kane não conseguiu bater na partida entre Bayern de Munique e Dinamo Zagreb, segundo o contexto?","Harry Kane não conseguiu bater as diferenças de gols das vitórias por 8 a 0 do Liverpool contra o Besiktas, em 2007, e do Real Madrid contra o Malmo, em 2015."
"Qual marca o zagueiro brasileiro Marquinhos pode alcançar na final da Champions League, segundo o contexto?",O zagueiro Marquinhos pode se tornar o segundo brasileiro a conquistar o título da Champions League como capitão na história.
"Quem é o primeiro jogador a marcar um hat-trick em dois estádios espanhóis diferentes na Champions League, segundo o contexto?",Vinicius Júnior é o primeiro jogador a marcar um hat-trick em dois estádios espanhóis diferentes na Champions League.
"Qual foi o resultado da partida entre Borussia Dortmund e Sporting, e quem se destacou na partida?","O Borussia Dortmund venceu o Sporting por 3 a 0, e o atacante Serhou Guirassy se destacou com um gol e uma assistência."
"Qual é o próximo desafio do Real Madrid nas quartas de final da Champions League, segundo o contexto?","Classificado para as quartas de final, o Real Madrid vai enfrentar na próxima fase o Arsenal."
O que o goleiro Alisson criticou sobre o novo formato da Champions League?,"O goleiro Alisson criticou o novo formato da Champions League, afirmando que o aumento de jogos é bom para os torcedores, mas ruim para os atletas."
Quem era o técnico do Bayern de Munique quando o Chelsea conquistou o título da Champions League em 2011/12?,O texto não especifica quem era o técnico do Bayern de Munique em 2011/12.
"Qual brasileiro, atuando na Europa, igualou o recorde de Cristiano Ronaldo na Champions League e em qual edição?",Raphinha igualou o recorde de Cristiano Ronaldo na edição de 2013/14.
"O que Endrick fez em sua estreia na Champions League com o Real Madrid, segundo o contexto?",Endrick marcou um gol em sua estreia na Champions League com o Real Madrid e tornou-se o jogador mais jovem do Real Madrid a marcar um gol em qualquer competição internacional oficial.
Qual goleiro é mencionado por disparar contra o treinador Diego Simeone e em qual contexto?,"O goleiro Thibaut Courtois disparou contra o treinador Diego Simeone no contexto da anulação polêmica de um pênalti do Atlético contra o Real Madrid, nas oitavas de final da Champions League."
O que o técnico Xabi Alonso disse sobre a partida do Bayer Leverkusen contra a Inter de Milão?,"Xabi Alonso disse que o Bayer Leverkusen quer disputar todos os jogos para vencer, mesmo contra uma equipe do topo como a Inter de Milão, e que o objetivo é classificar entre os primeiros oito e dar o melhor em cada competição."
"Onde e quando será realizada a final da Champions League 2024/25, e quais times disputarão o título?","A final da Champions League 2024/25 será realizada no sábado, 31 de maio, na Allianz Arena, em Munique, e colocará frente a frente Paris Saint-Germain e Inter de Milão."
Qual ex-jogador da Inter de Milão manifestou sua torcida pelo clube na final da Champions League 2024/25?,"Ronaldo, o Fenômeno, ex-jogador da Inter de Milão, revelou sua torcida pelo clube na final da Champions League 2024/25."
Qual é a previsão de Ronaldo sobre o placar da final da Champions League 2024/25?,"Ronaldo acredita em uma partida equilibrada, mas aposta em vitória italiana. O ídolo brasileiro prevê um placar de 2 a 1 para a Inter de Milão na decisão."
O que aconteceu com os torcedores do PSV na partida contra o PSG pela Champions League 2024-25?,As autoridades francesas proibiram a ida dos torcedores do PSV à partida contra o PSG devido a distúrbios anteriores.
"Quem marcou os gols na vitória do Club Brugge sobre a Atalanta, garantindo a classificação para as oitavas de final da Champions League 2024-25?",Chemsdine Talbi (2 gols) e Ferran Jutglà marcaram os gols na vitória do Club Brugge sobre a Atalanta.
"Em jogo válido pela 6ª rodada da fase de liga da Champions League, qual time jogou melhor e venceu o Monaco no Emirates Stadium, em Londres?","Em jogo válido pela 6ª rodada da fase de liga da Champions League, o Arsenal jogou melhor e venceu o Monaco por 3 a 0, no Emirates Stadium, em Londres."
Onde foi realizado o desfile da vitória do Paris Saint-Germain após a conquista da Champions League 2024/25?,"O Paris Saint-Germain realizou um desfile da vitória na Champs-Élysées, em Paris."
"Quem marcou os gols na vitória do Real Madrid sobre o Atlético de Madrid nas oitavas de final da Champions League, e quem marcou o gol do Atlético?","Rodrygo e Brahim Díaz marcaram para o Real Madrid, enquanto Julián Álvarez fez o do Atlético."
Onde será o jogo de volta das oitavas de final da Champions League entre Real Madrid e Atlético de Madrid?,"O jogo de volta entre Real Madrid e Atlético de Madrid será no Estádio Riyadh Air Metropolitano, em Madrid."
"Onde foi realizada a partida entre Paris Saint-Germain e Girona, e quem deve ser o goleiro titular do PSG?","A partida entre Paris Saint-Germain e Girona será realizada no Parc des Princes, e o goleiro russo Matvey Safonov deve ser titular pelo PSG."
Qual jogador do Barcelona marcou dois gols contra o Borussia Dortmund e atingiu uma média impressionante contra sua ex-equipe?,Robert Lewandowski marcou dois gols contra o Borussia Dortmund e atingiu uma média impressionante contra sua ex-equipe.
Quem é o capitão do Paris Saint-Germain na final da Champions League 2024/25 e qual feito histórico ele pode alcançar?,"O capitão do Paris Saint-Germain na final da Champions League 2024/25 é Marquinhos, e ele pode se tornar o segundo brasileiro a conquistar o título como capitão na história."
"Que conselho Wayne Rooney deu para o atacante do Liverpool, Alisson, para melhorar seu desempenho?","Não há nenhuma informação sobre conselho de Wayne Rooney para Alisson, apenas uma crítica a Van Dijk."
O que a vitória do PSG na Champions League reforçou sobre as finais disputadas em Munique?,"A vitória do PSG reforçou a ""mística"" de que todas as finais da Champions League disputadas em Munique terminam com campeões inéditos."
"Qual foi o resultado da partida entre Borussia Dortmund e Celtic na segunda rodada da Champions League 2024-25, e quem foram os destaques da partida?","O Borussia Dortmund atropelou o Celtic por 7 a 1, e os destaques foram Guirassy, que marcou duas vezes, e Adeyemi, que anotou um hat-trick."
O que o técnico Pep Guardiola afirmou sobre os clubes da Premier League em relação aos seus rivais europeus?,Pep Guardiola afirmou que os clubes da Premier League enfrentam um calendário mais exigente do que seus rivais europeus.
Qual jogador do Barcelona balançou as redes contra a Inter de Milão em pleno San Siro pela semifinal da Champions League e qual recorde igualou?,"Raphinha balançou as redes contra a Inter de Milão, em pleno San Siro, pela semifinal da Champions League, e igualou recorde de Cristiano Ronaldo na competição continental."
"Quem é o capitão da Inter de Milão e o que ele espera fazer na final da Champions League, segundo o contexto?","O capitão da Inter de Milão é o atacante Lautaro Martínez, e ele espera repetir o sucesso de seus compatriotas e companheiros de Seleção Argentina na final da Champions League."
O que as autoridades francesas proibiram em relação aos torcedores do PSV na partida contra o PSG?,As autoridades francesas proibiram a ida dos torcedores do PSV à partida contra o PSG.
"Qual foi o resultado da partida entre Club Brugge e Atalanta no jogo de volta dos play-offs da Champions League, e qual foi o placar agregado?","O Club Brugge venceu a Atalanta por 3 a 1, garantindo sua classificação para as oitavas de final da Champions League, sem mencionar o placar agregado."
Qual foi o resultado da partida entre Arsenal e Monaco pela Champions League e quem marcou os gols?,"O Arsenal venceu o Monaco por 3 a 0, com gols de Bukayo Saka (2) e Kai Havertz."
"Como o Paris Saint-Germain conquistou o título da Champions League, e qual foi o placar da partida?",O Paris Saint-Germain conquistou a Champions League ao golear a Internazionale de Milão por 5 a 0.
Qual foi a reação de Ronaldinho Gaúcho ao título do PSG na Champions League 2024/25?,Ronaldinho Gaúcho parabenizou o PSG pela conquista da Champions League 2024/25 em suas redes sociais.
"Qual foi o resultado da partida de ida das oitavas de final da Champions League entre Real Madrid e Atlético de Madrid, e quem marcou os gols?","O Real Madrid venceu o Atlético de Madrid por 2 a 1, com gols de Rodrygo e Brahim Díaz para o Real, e Álvarez para o Atlético."
Quais jogadores da frente do ataque do PSG são citados para a partida contra o Girona?,"Bradley Barcola, Ousmane Dembélé e João Neves, são mencionados no contexto."
Quais meio-campistas do PSG retornaram de lesões para a partida contra o Girona?,Os meio-campistas Warren Zaire-Emery e Vitinha retornaram de lesões.
Qual goleiro do PSG foi descartado devido a uma lesão na coxa para a partida contra o Girona?,O goleiro Gianluigi Donnarumma foi descartado devido a uma lesão na coxa.
Qual foi o comentário de Ronaldinho Gaúcho sobre Ousmane Dembélé após a conquista da Champions League pelo PSG?,"Ronaldinho Gaúcho comentou sobre Dembélé: ""É um prazer ver Ousmane Dembélé jogando o fino da bola!! Objetivo e com drible desconcertante. Parabéns a todos os Parisienses que amam este clube”."
Qual atacante do Barcelona marcou dois gols contra o Borussia Dortmund e atingiu uma média impressionante contra sua ex-equipe?,Robert Lewandowski marcou dois gols contra o Borussia Dortmund e atingiu uma média impressionante contra sua ex-equipe.
Qual marca o atacante Raphinha alcançou ao balançar as redes contra o Borussia Dortmund e qual recorde tenta alcançar?,"Raphinha alcançou a marca de 12 gols na atual edição da Champions League e tenta bater o recorde de Cristiano Ronaldo, que é o maior artilheiro em uma única edição da Champions ao anotar 17 na temporada 2013/14."
Qual foi a reação de Jude Bellingham após a classificação do Real Madrid na Champions League diante do Atlético?,"Após passar nos pênaltis, os jogadores do clube merengue foram comemorar na frente da torcida rival. Com o arremesso de objetos vindos dos colchoneros, Bellingham pulou na direção de um copo e fez o gesto de cabeçada."
"Qual foi o resultado da partida entre Borussia Dortmund e Sporting, e quem se destacou na partida, segundo o contexto?","Borussia Dortmund e Sporting empataram sem gols, em partida realizada no Signal Iduna Park, na Alemanha."
Quais jogadores foram incluídos na lista da BBC com 25 jogadores que merecem atenção na Champions League?,"A lista da BBC inclui jogadores de Real Madrid, Barcelona, Bayern de Munique, Leipzig, Atlético de Madrid, Paris Saint-Germain e Bayer Leverkusen, sem brasileiros para destacar."
Quais times se enfrentaram na volta das quartas de final da Champions League e quem definiu o PSG com a seguinte escalação?,"Aston Villa e PSG se enfrentaram na volta das quartas de final da Champions League, e o técnico Luis Enrique definiu o PSG com a escalação mencionada."
Quais times seguem na Champions League 2024-25 após a definição das quartas de final?,"Real Madrid, Barcelona, Bayern de Munique, Inter de Milão, PSG, Borussia Dortmund, Arsenal e Aston Villa seguem na Champions League 2024-25."
Que título do PSG reforçou uma “mística” das finais de Champions League disputadas em Munique?,"O título do PSG reforçou uma “mística” das finais de Champions League disputadas em Munique, na Alemanha, onde todas as decisões realizadas na cidade terminaram com campeões inéditos."
"Qual foi o placar da partida entre Real Madrid e Atlético de Madrid, e o que aconteceu com o pênalti de Julián Álvarez?","O placar da partida foi 4 a 2 nos pênaltis para o Real Madrid, e o pênalti de Julián Álvarez foi anulado por um possível segundo toque durante a cobrança."
Onde e quando se enfrentaram Barcelona e Borussia Dortmund pela partida de ida das quartas de final da Champions League?,"Barcelona e Borussia Dortmund se enfrentaram nesta quarta-feira (9), a partir das 16h (de Brasília), no estádio Olímpico Lluís Companys."
Qual zagueiro foi um dos destaques da Juve na partida contra o PSV e durante quantos minutos atuou?,O zagueiro Bremer foi um dos destaques da Juve na partida e atuou durante os 90 minutos.
Onde a torcida parisiense já começou a transformar em símbolo de apoio?,A torcida parisiense já começou a transformar a Torre Eiffel em símbolo de apoio.
Quem disparou contra o treinador Diego Simeone após saber da postura adotada por Simeone?,"O goleiro belga Thibaut Courtois, do Real Madrid, disparou contra o treinador Diego Simeone."
Quais são os desfalques do Borussia Dortmund para o jogo contra o Barcelona nas quartas de final da Champions League?,Os desfalques do Borussia Dortmund para o jogo contra o Barcelona são o zagueiro Nico Schlotterbeck e o volante Pascal Gross.
Qual jogador do Atlético de Madrid se pronunciou pela primeira vez após anulação polêmica de um pênalti contra o Real Madrid?,Julián Álvarez se pronunciou pela primeira vez após anulação polêmica de um pênalti do Atlético contra o Real Madrid.
Onde o Real Madrid visitou e qual foi o placar da partida pela última rodada da primeira fase de Liga da UEFA Champions League?,O Real Madrid visitou o Brest e venceu por 3 a 0 pela última rodada da primeira fase de Liga da UEFA Champions League.
Que fase do Liga da UEFA Champions League a publicação do Real Madrid C.F. faz referência?,A publicação do Real Madrid C.F. faz referência a primeira fase de Liga da UEFA Champions League.
O que o Real Madrid C.F. publicou sobre o gol de Rodrygo?,"O Real Madrid C.F. publicou ""Colheita própria, senhoras e senhores. Colheita própria."" sobre o gol de Rodrygo."
Quais são os times que seguem na competição após a definição das quartas de final da Champions League 2024/25?,"Real Madrid, Barcelona, Bayern de Munique, Inter de Milão, PSG, Borussia Dortmund, Arsenal e Aston Villa seguem na competição."
Qual jogador teve uma reação viralizada após a classificação do Real Madrid na Champions League diante do Atlético?,Jude Bellingham teve uma reação viralizada após a classificação do Real Madrid na Champions League diante do Atlético.
Qual lateral tem o retorno confirmado para a partida da Champions League contra o Girona?,O lateral Danilo tem o retorno confirmado para a partida da Champions League contra o Girona.
Qual jogador teve uma atitude preguiçosa no gol do time parisiense que levou o jogo à prorrogação?,O zagueiro e capitão Virgil van Dijk teve uma atitude preguiçosa no gol do time parisiense que levou o jogo à prorrogação.
Qual jogador fez 3 gols na goleada do Real Madrid por 5 a 2 sobre o Borussia Dortmund pela Champions League?,O astro brasileiro Vini Jr. fez 3 gols na goleada do Real Madrid por 5 a 2 sobre o Borussia Dortmund pela Champions League.
"Quais times estão escalados para o confronto da semifinal da Champions League, válido para o dia 29 de abril?","Arsenal e Paris Saint-Germain estão escalados para o confronto da semifinal da Champions League, válido para o dia 29 de abril."
Qual clube espanhol perdeu a ida por 3 a 0 em Londres e precisará de pelo menos três para levar à prorrogação?,O clube espanhol que perdeu a ida por 3 a 0 em Londres e precisará de pelo menos três para levar à prorrogação é o Real Madrid.
"Qual jogador do Barcelona subiu o tom durante entrevista coletiva nesta terça-feira (8), véspera do jogo contra o Borussia Dortmund pelas quartas de final da Champions League?","O meia Gavi, do Barcelona, subiu o tom durante entrevista coletiva nesta terça-feira (8), véspera do jogo contra o Borussia Dortmund pelas quartas de final da Champions League."
"Qual foi o resultado da partida entre Real Madrid e Brest, segundo o contexto?","O Real Madrid venceu o Brest por 3 a 0, pela última rodada da primeira fase de Liga da UEFA Champions League."
"Qual time foi surpreendido na França, perdendo para o Lille?","O poderoso Real Madrid foi surpreendido na França, perdendo para o Lille."
Quem comandou o meio-campo do Chelsea e foi decisivo para a virada do time londrino na final da Conference League?,Enzo Fernández comandou o meio-campo do Chelsea e foi decisivo para a virada do time londrino na final da Conference League.
Qual foi a análise de Wayne Rooney sobre o gol do PSG que levou o jogo contra o Liverpool à prorrogação?,"Wayne Rooney, histórico jogador do Manchester United, afirmou que o defensor teve uma atitude preguiçosa no gol do time parisiense que levou o jogo à prorrogação."
Qual foi a reação de Ronaldinho Gaúcho ao título do PSG na Champions League 2024/25?,Ronaldinho Gaúcho reagiu ao título da equipe parisiense na Champions League 2024/25 e parabenizou o PSG em suas redes sociais.
Qual atacante do Barcelona anotou dois gols contra o Borussia Dortmund e atingiu uma média impressionante contra sua ex-equipe?,"Robert Lewandowski, camisa 9 do Barcelona, anotou dois gols contra o Borussia Dortmund, sua ex-equipe, e atingiu uma média impressionante de 1,03 gol por partida contra o seu primeiro ex-clube da Alemanha."
Qual atacante do Barcelona balançou as redes contra o Borussia Dortmund e alcançou a marca de 12 gols na atual edição da Champions League?,"O atacante Raphinha, do Barcelona, balançou as redes contra o Borussia Dortmund e alcançou a marca de 12 gols na atual edição da Champions League."
"Qual foi o resultado da partida entre Real Madrid e Stuttgart na Champions League, e quem marcou os gols?","O Real Madrid venceu o Stuttgart por 3 a 1, com gols de Mbappé, Rüdiger e Endrick para o Real, e Undav para o Stuttgart."
Em que ano Gavi sofreu grave lesão no joelho e quando voltou a treinar?,Gavi sofreu grave lesão no joelho no fim de 2023 e só voltou a treinar em setembro de 2024.
Qual é o novo apelido de Lamine Yamal no Barcelona?,Não há novo apelido de Lamine Yamal no Barcelona.
Quais foram os gols da vitória do Juventus contra o PSV na Fase da Liga da Champions League 2024/25?,"Yildiz, McKennie e Nicolas González marcaram para a Juventus e Saibari descontou para o PSV."
A quem a Inter de Milão enfrentará na final da Champions League?,A Inter de Milão enfrentará o PSG na final da Champions League.
Desde quando o Arsenal não chega às semifinais da Champions League?,O Arsenal não chega às semifinais da Champions League desde 2009.
Quem é o técnico do Arsenal que quer que seu time escreva sua própria história na Champions League 2024/2025?,O técnico do Arsenal que quer que seu time escreva sua própria história é Mikel Arteta.
Qual time o Arsenal enfrentou nas quartas de final da Champions League no ano anterior?,O Arsenal foi eliminado da competição no ano passado após uma derrota nas quartas de final para o alemão Bayern de Munique.
O que Arteta pediu para seu time fazer no jogo contra o Real Madrid na Champions League 2024/2025?,"Arteta pediu que seu time se apoiasse e se concentrasse em suas próprias coisas, além de acreditar que podem obter um resultado positivo e aproveitar o jogo."
"Qual jogador do Arsenal não começou a partida contra o Everton, entrando apenas no segundo tempo?","O ponta Bukayo Saka não começou no empate do Arsenal contra o Everton, entrando apenas no segundo tempo."
Quantos gols Bukayo Saka marcou e assistências deu em 26 partidas em todas as competições pelo Arsenal nesta temporada?,Bukayo Saka marcou 10 gols e deu 14 assistências em 26 partidas em todas as competições pelo Arsenal nesta temporada.
Quem é Gonzalo Pérez Jácome e qual comentário ele fez após a derrota do Real Madrid para o Arsenal nas quartas de final da Champions League 2024/2025?,"Gonzalo Pérez Jácome é o prefeito da cidade de Ourense, na Espanha, e fez um comentário racista nas redes sociais após a derrota e eliminação do Real Madrid para o Arsenal, nas quartas de final da Champions League 2024/2025."
O que Jácome insinuou em seu comentário sobre a contratação de jogadores negros pelo Real Madrid?,"Jácome insinuou que o Real Madrid pensou que, ao contratar muitos jogadores negros, isso marcaria uma diferença física nas partidas, demonstrando falta de conhecimento sobre futebol e atletismo. Ele limita a análise sobre os atletas negros a seus atributos físicos, sem considerar as capacidades técnicas dos jogadores."
Qual jogador do Real Madrid marcou o gol solitário do time contra o Arsenal na série da Champions League 2024/2025?,O gol solitário do Real Madrid na série contra o Arsenal foi marcado por Vinicius Júnior.
"Qual time bateu o recorde de mais gols marcados em uma única partida de Champions League, segundo o contexto?","O Bayern de Munique bateu o recorde de time com mais gols marcados em uma única partida de Champions League, na vitória por 9 a 2 contra o Dinamo Zagreb."
Quem anotou quatro gols na partida entre Bayern de Munique e Dinamo Zagreb?,Harry Kane anotou quatro gols na partida entre Bayern de Munique e Dinamo Zagreb.
Qual foi o placar da partida de ida dos playoffs da Champions League entre PSG e Brest?,O placar da partida de ida dos playoffs da Champions League entre PSG e Brest foi 3 a 0.
Qual marca o zagueiro brasileiro Marquinhos atingiu na partida contra o Brest na Champions League?,Marquinhos atingiu a marca de 100 jogos na Champions League.
Quem é o jogador do PSG que mais vezes entrou em campo pela Champions League?,O jogador do PSG que mais vezes entrou em campo pela Champions League é Marquinhos.
"Quem são os jogadores que disputaram 100 jogos na Champions League e estão na atual edição da liga, além de Marquinhos?","Além de Marquinhos, os jogadores que disputaram 100 jogos na Champions League e estão na atual edição da liga são Thomas Müller, Manuel Neuer, Luka Modric e Lewandowski."
Qual a idade de Marquinhos e qual jogador lidera a lista de jogos na Champions League?,Marquinhos tem 30 anos e o líder da lista de jogos na Champions League é Cristiano Ronaldo.
Quando Marquinhos disputou sua primeira partida na Liga dos Campeões pelo PSG e qual foi o placar do jogo?,"Marquinhos disputou sua primeira partida na Liga dos Campeões pelo PSG em 17 de setembro de 2013, em vitória por 4 a 1 contra o Olympiacos."
